Title,Ingredients,,Removed amounts and measurements
Chicken Enchiladas I,"['4 skinless, boneless chicken breast halves', '1 onion, chopped', 'Â½ pint sour cream', '1 cup shredded Cheddar cheese', '1 tablespoon dried parsley', 'Â½ teaspoon dried oregano', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon salt', '1 (15 ounce) can tomato sauce', 'Â½ cup water', '1 tablespoon chili powder', 'â…“ cup chopped green bell pepper', '1 clove garlic, minced', '8 (10 inch) flour tortillas', '1 (12 ounce) jar taco sauce', 'Â¾ cup shredded Cheddar cheese']",,"[' skinless, boneless chicken breast halves', ' onion, chopped', 'Â½ pint sour cream', ' cup shredded Cheddar cheese', ' tablespoon dried parsley', 'Â½ teaspoon dried oregano', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon salt', ' ( ounce) can tomato sauce', 'Â½ cup water', ' tablespoon chili powder', 'â…“ cup chopped green bell pepper', ' clove garlic, minced', ' ( inch) flour tortillas', ' ( ounce) jar taco sauce', 'Â¾ cup shredded Cheddar cheese']"
Breakfast Enchiladas,"['1 (16 ounce) package frozen hash brown potatoes', '1 cup diced cooked ham', '1 tablespoon vegetable oil', '1 (4.5 ounce) can diced green chile peppers', '1 Â½ cups shredded Cheddar cheese, divided', '1 (28 ounce) can green chile enchilada sauce', '8 (10 inch) flour tortillas']",,"[' ( ounce) package frozen hash brown potatoes', ' cup diced cooked ham', ' tablespoon vegetable oil', ' (. ounce) can diced green chile peppers', ' Â½ cups shredded Cheddar cheese, divided', ' ( ounce) can green chile enchilada sauce', ' ( inch) flour tortillas']"
Spinach Enchiladas,"['1 tablespoon butter', 'Â½ cup sliced green onions', '2 cloves garlic, minced', '1 (10 ounce) package frozen chopped spinach , thawed, drained and squeezed dry', '1 cup ricotta cheese', 'Â½ cup sour cream', '2 cups shredded Monterey Jack cheese', '10 (6 inch) corn tortillas', '1 (19 ounce) can enchilada sauce']",,"[' tablespoon butter', 'Â½ cup sliced green onions', ' cloves garlic, minced', ' ( ounce) package frozen chopped spinach , thawed, drained and squeezed dry', ' cup ricotta cheese', 'Â½ cup sour cream', ' cups shredded Monterey Jack cheese', ' ( inch) corn tortillas', ' ( ounce) can enchilada sauce']"
Ground Beef Enchiladas,"['1 Â½ pounds lean ground beef', '1 bunch green onions, finely chopped', '1 diced fresh jalapeno pepper, or to taste', 'Â¼ cup water', '1 (1.25 ounce) package taco seasoning mix', '1 cup plain yogurt', '1 (10.75 ounce) can condensed cream of chicken soup', '2 cups shredded mozzarella cheese', '6 (6 inch) corn tortillas']",,"[' Â½ pounds lean ground beef', ' bunch green onions, finely chopped', ' diced fresh jalapeno pepper, or to taste', 'Â¼ cup water', ' (. ounce) package taco seasoning mix', ' cup plain yogurt', ' (. ounce) can condensed cream of chicken soup', ' cups shredded mozzarella cheese', ' ( inch) corn tortillas']"
Bacon-Ranch Chicken Enchiladas,"['cooking spray', '2 tablespoons olive oil', 'Â¼ cup chopped yellow onion', 'Â½ leftover rotisserie chicken, chopped', 'Â¼ cup crumbled cooked bacon', '2 tablespoons roasted garlic', 'Â½ teaspoon salt', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon garlic powder', '1 bunch green onions, chopped', '2 tablespoons ranch dressing', '2 tablespoons sour cream', '15 (6 inch) corn tortillas, or more to taste', '2 cups shredded Cheddar-Monterey Jack cheese blend', '1 cup mild enchilada sauce']",,"['cooking spray', ' tablespoons olive oil', 'Â¼ cup chopped yellow onion', 'Â½ leftover rotisserie chicken, chopped', 'Â¼ cup crumbled cooked bacon', ' tablespoons roasted garlic', 'Â½ teaspoon salt', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon garlic powder', ' bunch green onions, chopped', ' tablespoons ranch dressing', ' tablespoons sour cream', ' ( inch) corn tortillas, or more to taste', ' cups shredded Cheddar-Monterey Jack cheese blend', ' cup mild enchilada sauce']"
Savory Halibut Enchiladas,"['2 pounds skinless halibut fillets, cut into large pieces', '1 pinch garlic powder', 'salt and ground black pepper to taste', '1 bunch green onions, chopped', '1 green bell pepper, finely chopped', 'Â¼ cup coarsely chopped fresh cilantro', 'Â½ cup sour cream', 'Â¼ cup mayonnaise', '1 cup shredded Cheddar cheese', '2 (10 ounce) cans enchilada sauce', '8 flour tortillas', '1 cup shredded Cheddar cheese', '2 avocados - peeled, pitted, and sliced']",,"[' pounds skinless halibut fillets, cut into large pieces', ' pinch garlic powder', 'salt and ground black pepper to taste', ' bunch green onions, chopped', ' green bell pepper, finely chopped', 'Â¼ cup coarsely chopped fresh cilantro', 'Â½ cup sour cream', 'Â¼ cup mayonnaise', ' cup shredded Cheddar cheese', ' ( ounce) cans enchilada sauce', ' flour tortillas', ' cup shredded Cheddar cheese', ' avocados - peeled, pitted, and sliced']"
Beef Enchiladas with Spicy Red Sauce,"['1 tablespoon olive oil', 'Â½ cup finely chopped onion', '4 teaspoons minced garlic', '1 teaspoon dried oregano', '3 Â½ teaspoons chili powder', '1 teaspoon dried basil', 'Â¼ teaspoon salt', 'Â¼ teaspoon ground black pepper', '1 teaspoon ground cumin', '1 teaspoon dried cilantro', 'Â½ cup prepared salsa', '1 (6 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 cups chicken broth', '1 pound ground beef', 'Â¾ cup finely chopped onion', '1 tablespoon minced garlic', 'Â½ teaspoon chili powder', 'Â½ teaspoon ground cumin', 'Â½ cup prepared red enchilada sauce', 'Â½ cup beef broth', 'Â½ cup shredded Mexican-style cheese blend', 'cooking spray', '8 (6 inch) flour tortillas', '2 cups shredded Mexican-style cheese blend', 'Â½ cup chopped fresh cilantro']",,"[' tablespoon olive oil', 'Â½ cup finely chopped onion', ' teaspoons minced garlic', ' teaspoon dried oregano', ' Â½ teaspoons chili powder', ' teaspoon dried basil', 'Â¼ teaspoon salt', 'Â¼ teaspoon ground black pepper', ' teaspoon ground cumin', ' teaspoon dried cilantro', 'Â½ cup prepared salsa', ' ( ounce) can tomato sauce', ' ( ounce) can tomato paste', ' cups chicken broth', ' pound ground beef', 'Â¾ cup finely chopped onion', ' tablespoon minced garlic', 'Â½ teaspoon chili powder', 'Â½ teaspoon ground cumin', 'Â½ cup prepared red enchilada sauce', 'Â½ cup beef broth', 'Â½ cup shredded Mexican-style cheese blend', 'cooking spray', ' ( inch) flour tortillas', ' cups shredded Mexican-style cheese blend', 'Â½ cup chopped fresh cilantro']"
Beef Enchiladas II,"['1 pound lean ground beef', '1 small onion, chopped', '1 (1.5 ounce) package dry enchilada sauce mix', '10 (10 inch) flour tortillas', '2 cups shredded Cheddar cheese', '1 (2.25 ounce) can sliced black olives, drained']",,"[' pound lean ground beef', ' small onion, chopped', ' (. ounce) package dry enchilada sauce mix', ' ( inch) flour tortillas', ' cups shredded Cheddar cheese', ' (. ounce) can sliced black olives, drained']"
Authentic Enchiladas Verdes,"['2 bone-in chicken breast halves', '2 cups chicken broth', 'Â¼ white onion', '1 clove garlic', '2 teaspoons salt', '1 pound fresh tomatillos, husks removed', '5 serrano peppers', 'Â¼ white onion', '1 clove garlic', '1 pinch salt', '12 corn tortillas', 'Â¼ cup vegetable oil', '1 cup crumbled queso fresco', 'Â½ white onion, chopped', '1 bunch fresh cilantro, chopped']",,"[' bone-in chicken breast halves', ' cups chicken broth', 'Â¼ white onion', ' clove garlic', ' teaspoons salt', ' pound fresh tomatillos, husks removed', ' serrano peppers', 'Â¼ white onion', ' clove garlic', ' pinch salt', ' corn tortillas', 'Â¼ cup vegetable oil', ' cup crumbled queso fresco', 'Â½ white onion, chopped', ' bunch fresh cilantro, chopped']"
Gerry's Chicken Enchiladas,"['4 boneless, skinless chicken breast halves', '1 tablespoon vegetable oil', '1 onion, chopped', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 (14.5 ounce) can stewed tomatoes', '12 small chile peppers, diced', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (14.5 ounce) can chicken broth', '1 bunch green onions, chopped', 'Â½ pint heavy cream', '6 (6 inch) corn tortillas', '3 cups shredded Cheddar cheese', '1 (10 ounce) can enchilada sauce']",,"[' boneless, skinless chicken breast halves', ' tablespoon vegetable oil', ' onion, chopped', ' ( ounce) can diced tomatoes with green chile peppers', ' (. ounce) can stewed tomatoes', ' small chile peppers, diced', ' (. ounce) can condensed cream of chicken soup', ' (. ounce) can chicken broth', ' bunch green onions, chopped', 'Â½ pint heavy cream', ' ( inch) corn tortillas', ' cups shredded Cheddar cheese', ' ( ounce) can enchilada sauce']"
Chicken Ranch Enchiladas,"['Â¼ cup butter', '4 skinless, boneless chicken breast halves - cut into 1/2 inch cubes', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (16 ounce) container sour cream', '1 (4.5 ounce) can chopped green chilies', '1 (1 ounce) package ranch dressing mix', '10 (8 inch) flour tortillas', '2 cups shredded Mexican cheese blend']",,"['Â¼ cup butter', ' skinless, boneless chicken breast halves - cut into / inch cubes', ' (. ounce) can condensed cream of chicken soup', ' ( ounce) container sour cream', ' (. ounce) can chopped green chilies', ' ( ounce) package ranch dressing mix', ' ( inch) flour tortillas', ' cups shredded Mexican cheese blend']"
Brunch Enchiladas,"['1 pound cooked ham, chopped', 'Â¾ cup sliced green onions', 'Â¾ cup chopped green bell peppers', '3 cups shredded Cheddar cheese, divided', '10 (7 inch) flour tortillas', '5 eggs, beaten', '2 cups half-and-half cream', 'Â½ cup milk', '1 tablespoon all-purpose flour', 'Â¼ teaspoon garlic powder', '1 dash hot pepper sauce']",,"[' pound cooked ham, chopped', 'Â¾ cup sliced green onions', 'Â¾ cup chopped green bell peppers', ' cups shredded Cheddar cheese, divided', ' ( inch) flour tortillas', ' eggs, beaten', ' cups half-and-half cream', 'Â½ cup milk', ' tablespoon all-purpose flour', 'Â¼ teaspoon garlic powder', ' dash hot pepper sauce']"
Potato Enchilada,"['3 tablespoons vegetable oil', '6 potatoes, peeled and shredded', '1 (8 ounce) package processed cheese, melted', '2 (10 ounce) cans diced tomatoes with green chile peppers, drained', '1 (8 ounce) can sweet peas, drained', '1 (8.75 ounce) can whole kernel corn, drained', '12 (8 inch) flour tortillas']",,"[' tablespoons vegetable oil', ' potatoes, peeled and shredded', ' ( ounce) package processed cheese, melted', ' ( ounce) cans diced tomatoes with green chile peppers, drained', ' ( ounce) can sweet peas, drained', ' (. ounce) can whole kernel corn, drained', ' ( inch) flour tortillas']"
Italian Enchiladas,"['2 pounds ground beef', '1 large onion, chopped', '2 (10.75 ounce) cans condensed cream of mushroom soup, undiluted', '1 (1 pound) loaf processed cheese food, cut into thin slices', '2 (26 ounce) cans marinara sauce', '2 (6.5 ounce) cans tomato sauce', 'Â¾ cup water', '20 (10 inch) flour tortillas']",,"[' pounds ground beef', ' large onion, chopped', ' (. ounce) cans condensed cream of mushroom soup, undiluted', ' ( pound) loaf processed cheese food, cut into thin slices', ' ( ounce) cans marinara sauce', ' (. ounce) cans tomato sauce', 'Â¾ cup water', ' ( inch) flour tortillas']"
Shrimp Enchiladas,"['5 tablespoons olive oil', '2 cloves minced garlic', '1 teaspoon ground ginger', 'Â½ teaspoon hot sauce', '16 large shrimp, peeled and deveined, without tails', '4 (8 inch) flour tortillas', 'Â¾ cup shredded Cheddar and Monterey cheese blend', '2 cups fresh salsa']",,"[' tablespoons olive oil', ' cloves minced garlic', ' teaspoon ground ginger', 'Â½ teaspoon hot sauce', ' large shrimp, peeled and deveined, without tails', ' ( inch) flour tortillas', 'Â¾ cup shredded Cheddar and Monterey cheese blend', ' cups fresh salsa']"
Pork Enchiladas,"['2 cups shredded cooked pork', '1 (10 ounce) can enchilada sauce', 'Â½ teaspoon onion powder', '1 cup reduced fat sour cream', '1 (4 ounce) can chopped green chilies', '2 cups shredded Colby-Monterey Jack cheese', '1 (10.75 ounce) can condensed tomato soup', 'Â¼ teaspoon garlic powder', 'Â½ teaspoon ground cumin', '6 (7 inch) flour tortillas']",,"[' cups shredded cooked pork', ' ( ounce) can enchilada sauce', 'Â½ teaspoon onion powder', ' cup reduced fat sour cream', ' ( ounce) can chopped green chilies', ' cups shredded Colby-Monterey Jack cheese', ' (. ounce) can condensed tomato soup', 'Â¼ teaspoon garlic powder', 'Â½ teaspoon ground cumin', ' ( inch) flour tortillas']"
Turkey Enchiladas,"['2 cups shredded Cheddar and Monterey cheese blend', '1 onion, chopped', '1 (2 ounce) can sliced black olives', '24 (6 inch) corn tortillas', '1 (19 ounce) can red enchilada sauce', '4 cups cooked turkey, chopped']",,"[' cups shredded Cheddar and Monterey cheese blend', ' onion, chopped', ' ( ounce) can sliced black olives', ' ( inch) corn tortillas', ' ( ounce) can red enchilada sauce', ' cups cooked turkey, chopped']"
Cheese Enchiladas,"['1 (15 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 teaspoons Creole-style seasoning', '1 (12 ounce) package corn tortillas', '1 (8 ounce) package Cheddar cheese, shredded, divided', '1 onion, diced', '1 (6 ounce) can sliced ripe olives', '1 (6 ounce) can sliced mushrooms']",,"[' ( ounce) can tomato sauce', ' ( ounce) can tomato paste', ' teaspoons Creole-style seasoning', ' ( ounce) package corn tortillas', ' ( ounce) package Cheddar cheese, shredded, divided', ' onion, diced', ' ( ounce) can sliced ripe olives', ' ( ounce) can sliced mushrooms']"
Whit's Chicken Enchiladas,"['4 bone-in chicken breast halves', '2 tablespoons olive oil', '1 (4 ounce) can diced green chile peppers, drained', '1 jalapeno pepper, chopped', '1 clove garlic, minced', '1 (8 ounce) package cream cheese', '2 cups shredded Monterey Jack cheese, divided', 'Â½ cup water', '8 (10 inch) flour tortillas', '1 cup heavy cream']",,"[' bone-in chicken breast halves', ' tablespoons olive oil', ' ( ounce) can diced green chile peppers, drained', ' jalapeno pepper, chopped', ' clove garlic, minced', ' ( ounce) package cream cheese', ' cups shredded Monterey Jack cheese, divided', 'Â½ cup water', ' ( inch) flour tortillas', ' cup heavy cream']"
Seafood Enchiladas,"['1 onion, chopped', '1 tablespoon butter', 'Â½ pound fresh crabmeat', 'Â¼ pound shrimp - peeled, deveined and coarsely chopped', '8 ounces Colby cheese', '6 (10 inch) flour tortillas', '1 cup half-and-half cream', 'Â½ cup sour cream', 'Â¼ cup butter, melted', '1 Â½ teaspoons dried parsley', 'Â½ teaspoon garlic salt']",,"[' onion, chopped', ' tablespoon butter', 'Â½ pound fresh crabmeat', 'Â¼ pound shrimp - peeled, deveined and coarsely chopped', ' ounces Colby cheese', ' ( inch) flour tortillas', ' cup half-and-half cream', 'Â½ cup sour cream', 'Â¼ cup butter, melted', ' Â½ teaspoons dried parsley', 'Â½ teaspoon garlic salt']"
Cheater's Enchiladas,"['1 (16 ounce) container sour cream', '12 ounces shredded Monterey Jack cheese', '1 (20 ounce) can green enchilada sauce', '18 (6 inch) corn tortillas', '1 (2 ounce) can chopped black olives']",,"[' ( ounce) container sour cream', ' ounces shredded Monterey Jack cheese', ' ( ounce) can green enchilada sauce', ' ( inch) corn tortillas', ' ( ounce) can chopped black olives']"
Pineapple Enchiladas,"['1 (20 ounce) can crushed pineapple', 'Â¼ cup sour cream', '2 cups shredded Cheddar cheese, divided', '1 (10 ounce) can enchilada sauce, divided', '6 (8 inch) flour tortillas']",,"[' ( ounce) can crushed pineapple', 'Â¼ cup sour cream', ' cups shredded Cheddar cheese, divided', ' ( ounce) can enchilada sauce, divided', ' ( inch) flour tortillas']"
Spinach Enchiladas,"['1 tablespoon butter', 'Â½ cup sliced green onions', '2 cloves garlic, minced', '1 (10 ounce) package frozen chopped spinach , thawed, drained and squeezed dry', '1 cup ricotta cheese', 'Â½ cup sour cream', '2 cups shredded Monterey Jack cheese', '10 (6 inch) corn tortillas', '1 (19 ounce) can enchilada sauce']",,"[' tablespoon butter', 'Â½ cup sliced green onions', ' cloves garlic, minced', ' ( ounce) package frozen chopped spinach , thawed, drained and squeezed dry', ' cup ricotta cheese', 'Â½ cup sour cream', ' cups shredded Monterey Jack cheese', ' ( inch) corn tortillas', ' ( ounce) can enchilada sauce']"
Fiesta Chicken Enchiladas,"['1 small onion, chopped', '1 clove garlic, minced', '1 pound cooked boneless, skinless chicken breasts, shredded', ""1 cup TACO BELLÂ® HOME ORIGINALSÂ® Thick 'N Chunky Salsa, divided"", '4 ounces PHILADELPHIA Cream Cheese, cubed', '1 tablespoon chopped fresh cilantro', '1 teaspoon ground cumin', '1 cup KRAFT Shredded Cheddar & Monterey Jack Cheese, divided', '8 (6 inch) flour tortillas']",,"[' small onion, chopped', ' clove garlic, minced', ' pound cooked boneless, skinless chicken breasts, shredded', "" cup TACO BELLÂ® HOME ORIGINALSÂ® Thick 'N Chunky Salsa, divided"", ' ounces PHILADELPHIA Cream Cheese, cubed', ' tablespoon chopped fresh cilantro', ' teaspoon ground cumin', ' cup KRAFT Shredded Cheddar & Monterey Jack Cheese, divided', ' ( inch) flour tortillas']"
