Title,Ingredients,,Removed amounts and measurements,
Bacon-Ranch Chicken Enchiladas,"['cooking spray', '2 tablespoons olive oil', 'Â¼ cup chopped yellow onion', 'Â½ leftover rotisserie chicken, chopped', 'Â¼ cup crumbled cooked bacon', '2 tablespoons roasted garlic', 'Â½ teaspoon salt', 'Â½ teaspoon ground black pepper', 'Â½ teaspoon garlic powder', '1 bunch green onions, chopped', '2 tablespoons ranch dressing', '2 tablespoons sour cream', '15 (6 inch) corn tortillas, or more to taste', '2 cups shredded Cheddar-Monterey Jack cheese blend', '1 cup mild enchilada sauce']",,"['cooking spray', 'olive oil', 'chopped yellow onion', ' leftover rotisserie chicken, chopped', 'crumbled cooked bacon', 'roasted garlic', 'salt', 'ground black pepper', 'garlic powder', ' bunch green onions, chopped', 'ranch dressing', 'sour cream', ' inch corn tortillas, or more to taste', 'shredded Cheddar-Monterey Jack cheese blend', 'mild enchilada sauce']",
Savory Halibut Enchiladas,"['2 pounds skinless halibut fillets, cut into large pieces', '1 pinch garlic powder', 'salt and ground black pepper to taste', '1 bunch green onions, chopped', '1 green bell pepper, finely chopped', 'Â¼ cup coarsely chopped fresh cilantro', 'Â½ cup sour cream', 'Â¼ cup mayonnaise', '1 cup shredded Cheddar cheese', '2 (10 ounce) cans enchilada sauce', '8 flour tortillas', '1 cup shredded Cheddar cheese', '2 avocados - peeled, pitted, and sliced']",,"['skinless halibut fillets, cut into large pieces', ' pinch garlic powder', 'salt and ground black pepper to taste', ' bunch green onions, chopped', ' green bell pepper, finely chopped', 'coarsely chopped fresh cilantro', 'sour cream', 'mayonnaise', 'shredded Cheddar cheese', ' cans enchilada sauce', ' flour tortillas', 'shredded Cheddar cheese', ' avocados - peeled, pitted, and sliced']",
Beef Enchiladas with Spicy Red Sauce,"['1 tablespoon olive oil', 'Â½ cup finely chopped onion', '4 teaspoons minced garlic', '1 teaspoon dried oregano', '3 Â½ teaspoons chili powder', '1 teaspoon dried basil', 'Â¼ teaspoon salt', 'Â¼ teaspoon ground black pepper', '1 teaspoon ground cumin', '1 teaspoon dried cilantro', 'Â½ cup prepared salsa', '1 (6 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 cups chicken broth', '1 pound ground beef', 'Â¾ cup finely chopped onion', '1 tablespoon minced garlic', 'Â½ teaspoon chili powder', 'Â½ teaspoon ground cumin', 'Â½ cup prepared red enchilada sauce', 'Â½ cup beef broth', 'Â½ cup shredded Mexican-style cheese blend', 'cooking spray', '8 (6 inch) flour tortillas', '2 cups shredded Mexican-style cheese blend', 'Â½ cup chopped fresh cilantro']",,"['olive oil', 'finely chopped onion', 'minced garlic', 'dried oregano', ' chili powder', 'dried basil', 'salt', 'ground black pepper', 'ground cumin', 'dried cilantro', 'prepared salsa', ' can tomato sauce', ' can tomato paste', 'chicken broth', 'ground beef', 'finely chopped onion', 'minced garlic', 'chili powder', 'ground cumin', 'prepared red enchilada sauce', 'beef broth', 'shredded Mexican-style cheese blend', 'cooking spray', ' inch flour tortillas', 'shredded Mexican-style cheese blend', 'chopped fresh cilantro']",
Beef Enchiladas II,"['1 pound lean ground beef', '1 small onion, chopped', '1 (1.5 ounce) package dry enchilada sauce mix', '10 (10 inch) flour tortillas', '2 cups shredded Cheddar cheese', '1 (2.25 ounce) can sliced black olives, drained']",,"['lean ground beef', ' small onion, chopped', '. package dry enchilada sauce mix', ' inch flour tortillas', 'shredded Cheddar cheese', '. can sliced black olives, drained']",
Authentic Enchiladas Verdes,"['2 bone-in chicken breast halves', '2 cups chicken broth', 'Â¼ white onion', '1 clove garlic', '2 teaspoons salt', '1 pound fresh tomatillos, husks removed', '5 serrano peppers', 'Â¼ white onion', '1 clove garlic', '1 pinch salt', '12 corn tortillas', 'Â¼ cup vegetable oil', '1 cup crumbled queso fresco', 'Â½ white onion, chopped', '1 bunch fresh cilantro, chopped']",,"[' bone-in chicken breast halves', 'chicken broth', ' white onion', ' clove garlic', 'salt', 'fresh tomatillos, husks removed', ' serrano peppers', ' white onion', ' clove garlic', ' pinch salt', ' corn tortillas', 'vegetable oil', 'crumbled queso fresco', ' white onion, chopped', ' bunch fresh cilantro, chopped']",
Gerry's Chicken Enchiladas,"['4 boneless, skinless chicken breast halves', '1 tablespoon vegetable oil', '1 onion, chopped', '1 (10 ounce) can diced tomatoes with green chile peppers', '1 (14.5 ounce) can stewed tomatoes', '12 small chile peppers, diced', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (14.5 ounce) can chicken broth', '1 bunch green onions, chopped', 'Â½ pint heavy cream', '6 (6 inch) corn tortillas', '3 cups shredded Cheddar cheese', '1 (10 ounce) can enchilada sauce']",,"[' boneless, skinless chicken breast halves', 'vegetable oil', ' onion, chopped', ' can diced tomatoes with green chile peppers', '. can stewed tomatoes', ' small chile peppers, diced', '. can condensed cream of chicken soup', '. can chicken broth', ' bunch green onions, chopped', 'heavy cream', ' inch corn tortillas', 'shredded Cheddar cheese', ' can enchilada sauce']",
Chicken Ranch Enchiladas,"['Â¼ cup butter', '4 skinless, boneless chicken breast halves - cut into 1/2 inch cubes', '1 (10.75 ounce) can condensed cream of chicken soup', '1 (16 ounce) container sour cream', '1 (4.5 ounce) can chopped green chilies', '1 (1 ounce) package ranch dressing mix', '10 (8 inch) flour tortillas', '2 cups shredded Mexican cheese blend']",,"['butter', ' skinless, boneless chicken breast halves - cut into  inch cubes', '. can condensed cream of chicken soup', ' container sour cream', '. can chopped green chilies', ' package ranch dressing mix', ' inch flour tortillas', 'shredded Mexican cheese blend']",
Brunch Enchiladas,"['1 pound cooked ham, chopped', 'Â¾ cup sliced green onions', 'Â¾ cup chopped green bell peppers', '3 cups shredded Cheddar cheese, divided', '10 (7 inch) flour tortillas', '5 eggs, beaten', '2 cups half-and-half cream', 'Â½ cup milk', '1 tablespoon all-purpose flour', 'Â¼ teaspoon garlic powder', '1 dash hot pepper sauce']",,"['cooked ham, chopped', 'sliced green onions', 'chopped green bell peppers', 'shredded Cheddar cheese, divided', ' inch flour tortillas', ' eggs, beaten', 'half-and-half cream', 'milk', 'all-purpose flour', 'garlic powder', 'hot pepper sauce']",
Potato Enchilada,"['3 tablespoons vegetable oil', '6 potatoes, peeled and shredded', '1 (8 ounce) package processed cheese, melted', '2 (10 ounce) cans diced tomatoes with green chile peppers, drained', '1 (8 ounce) can sweet peas, drained', '1 (8.75 ounce) can whole kernel corn, drained', '12 (8 inch) flour tortillas']",,"['vegetable oil', ' potatoes, peeled and shredded', ' package processed cheese, melted', ' cans diced tomatoes with green chile peppers, drained', ' can sweet peas, drained', '. can whole kernel corn, drained', ' inch flour tortillas']",
Italian Enchiladas,"['2 pounds ground beef', '1 large onion, chopped', '2 (10.75 ounce) cans condensed cream of mushroom soup, undiluted', '1 (1 pound) loaf processed cheese food, cut into thin slices', '2 (26 ounce) cans marinara sauce', '2 (6.5 ounce) cans tomato sauce', 'Â¾ cup water', '20 (10 inch) flour tortillas']",,"['ground beef', ' large onion, chopped', '. cans condensed cream of mushroom soup, undiluted', ' pound loaf processed cheese food, cut into thin slices', ' cans marinara sauce', '. cans tomato sauce', 'water', ' inch flour tortillas']",
Shrimp Enchiladas,"['5 tablespoons olive oil', '2 cloves minced garlic', '1 teaspoon ground ginger', 'Â½ teaspoon hot sauce', '16 large shrimp, peeled and deveined, without tails', '4 (8 inch) flour tortillas', 'Â¾ cup shredded Cheddar and Monterey cheese blend', '2 cups fresh salsa']",,"['olive oil', ' cloves minced garlic', 'ground ginger', 'hot sauce', ' large shrimp, peeled and deveined, without tails', ' inch flour tortillas', 'shredded Cheddar and Monterey cheese blend', 'fresh salsa']",
Pork Enchiladas,"['2 cups shredded cooked pork', '1 (10 ounce) can enchilada sauce', 'Â½ teaspoon onion powder', '1 cup reduced fat sour cream', '1 (4 ounce) can chopped green chilies', '2 cups shredded Colby-Monterey Jack cheese', '1 (10.75 ounce) can condensed tomato soup', 'Â¼ teaspoon garlic powder', 'Â½ teaspoon ground cumin', '6 (7 inch) flour tortillas']",,"['shredded cooked pork', ' can enchilada sauce', 'onion powder', 'reduced fat sour cream', ' can chopped green chilies', 'shredded Colby-Monterey Jack cheese', '. can condensed tomato soup', 'garlic powder', 'ground cumin', ' inch flour tortillas']",
Turkey Enchiladas,"['2 cups shredded Cheddar and Monterey cheese blend', '1 onion, chopped', '1 (2 ounce) can sliced black olives', '24 (6 inch) corn tortillas', '1 (19 ounce) can red enchilada sauce', '4 cups cooked turkey, chopped']",,"['shredded Cheddar and Monterey cheese blend', ' onion, chopped', ' can sliced black olives', ' inch corn tortillas', ' can red enchilada sauce', 'cooked turkey, chopped']",
Cheese Enchiladas,"['1 (15 ounce) can tomato sauce', '1 (6 ounce) can tomato paste', '2 teaspoons Creole-style seasoning', '1 (12 ounce) package corn tortillas', '1 (8 ounce) package Cheddar cheese, shredded, divided', '1 onion, diced', '1 (6 ounce) can sliced ripe olives', '1 (6 ounce) can sliced mushrooms']",,"[' can tomato sauce', ' can tomato paste', 'Creole-style seasoning', ' package corn tortillas', ' package Cheddar cheese, shredded, divided', ' onion, diced', ' can sliced ripe olives', ' can sliced mushrooms']",
Whit's Chicken Enchiladas,"['4 bone-in chicken breast halves', '2 tablespoons olive oil', '1 (4 ounce) can diced green chile peppers, drained', '1 jalapeno pepper, chopped', '1 clove garlic, minced', '1 (8 ounce) package cream cheese', '2 cups shredded Monterey Jack cheese, divided', 'Â½ cup water', '8 (10 inch) flour tortillas', '1 cup heavy cream']",,"[' bone-in chicken breast halves', 'olive oil', ' can diced green chile peppers, drained', ' jalapeno pepper, chopped', ' clove garlic, minced', ' package cream cheese', 'shredded Monterey Jack cheese, divided', 'water', ' inch flour tortillas', 'heavy cream']",
Seafood Enchiladas,"['1 onion, chopped', '1 tablespoon butter', 'Â½ pound fresh crabmeat', 'Â¼ pound shrimp - peeled, deveined and coarsely chopped', '8 ounces Colby cheese', '6 (10 inch) flour tortillas', '1 cup half-and-half cream', 'Â½ cup sour cream', 'Â¼ cup butter, melted', '1 Â½ teaspoons dried parsley', 'Â½ teaspoon garlic salt']",,"[' onion, chopped', 'butter', 'fresh crabmeat', 'shrimp - peeled, deveined and coarsely chopped', 'Colby cheese', ' inch flour tortillas', 'half-and-half cream', 'sour cream', 'butter, melted', ' dried parsley', 'garlic salt']",
Cheater's Enchiladas,"['1 (16 ounce) container sour cream', '12 ounces shredded Monterey Jack cheese', '1 (20 ounce) can green enchilada sauce', '18 (6 inch) corn tortillas', '1 (2 ounce) can chopped black olives']",,"[' container sour cream', 'shredded Monterey Jack cheese', ' can green enchilada sauce', ' inch corn tortillas', ' can chopped black olives']",
Pineapple Enchiladas,"['1 (20 ounce) can crushed pineapple', 'Â¼ cup sour cream', '2 cups shredded Cheddar cheese, divided', '1 (10 ounce) can enchilada sauce, divided', '6 (8 inch) flour tortillas']",,"[' can crushed pineapple', 'sour cream', 'shredded Cheddar cheese, divided', ' can enchilada sauce, divided', ' inch flour tortillas']",
Spinach Enchiladas,"['1 tablespoon butter', 'Â½ cup sliced green onions', '2 cloves garlic, minced', '1 (10 ounce) package frozen chopped spinach , thawed, drained and squeezed dry', '1 cup ricotta cheese', 'Â½ cup sour cream', '2 cups shredded Monterey Jack cheese', '10 (6 inch) corn tortillas', '1 (19 ounce) can enchilada sauce']",,"['butter', 'sliced green onions', ' cloves garlic, minced', ' package frozen chopped spinach , thawed, drained and squeezed dry', 'ricotta cheese', 'sour cream', 'shredded Monterey Jack cheese', ' inch corn tortillas', ' can enchilada sauce']",
Fiesta Chicken Enchiladas,"['1 small onion, chopped', '1 clove garlic, minced', '1 pound cooked boneless, skinless chicken breasts, shredded', ""1 cup TACO BELLÂ® HOME ORIGINALSÂ® Thick 'N Chunky Salsa, divided"", '4 ounces PHILADELPHIA Cream Cheese, cubed', '1 tablespoon chopped fresh cilantro', '1 teaspoon ground cumin', '1 cup KRAFT Shredded Cheddar & Monterey Jack Cheese, divided', '8 (6 inch) flour tortillas']",,"[' small onion, chopped', ' clove garlic, minced', 'cooked boneless, skinless chicken breasts, shredded', ""TACO BELL® HOME ORIGINALS® Thick 'N Chunky Salsa, divided"", 'PHILADELPHIA Cream Cheese, cubed', 'chopped fresh cilantro', 'ground cumin', 'KRAFT Shredded Cheddar & Monterey Jack Cheese, divided', ' inch flour tortillas']",
Beef and Bean Chile Verde,"['1 pound 93%-lean ground beef', '1 large red bell pepper, chopped', '1 large onion, chopped', '6 cloves garlic, chopped', '1 tablespoon chili powder', '2 teaspoons ground cumin', '1/4 teaspoon cayenne pepper, or to taste', '1 (16 ounce) jar green salsa, green enchilada sauce or taco sauce', '1/4 cup water', '1 (15 ounce) can pinto or kidney beans, rinsed']",,"['%-lean ground beef', ' large red bell pepper, chopped', ' large onion, chopped', ' cloves garlic, chopped', 'chili powder', 'ground cumin', 'cayenne pepper, or to taste', ' jar green salsa, green enchilada sauce or taco sauce', 'water', ' can pinto or kidney beans, rinsed']",
Mandy's Lamb Enchiladas,"['2 pounds ground lamb', '1 onion, chopped', '1 (14.5 ounce) can diced tomatoes, drained', '1 (15.25 ounce) can red kidney beans, drained', '1 (8 ounce) package sliced fresh mushrooms', '1 (8 ounce) jar salsa', '12 (8 inch) flour tortillas', '2 cups shredded Cheddar cheese']",,"['ground lamb', ' onion, chopped', '. can diced tomatoes, drained', '. can red kidney beans, drained', ' package sliced fresh mushrooms', ' jar salsa', ' inch flour tortillas', 'shredded Cheddar cheese']",
Easy Vegetarian Enchiladas,"['2 tablespoons vegetable oil', '1 cup chopped onion', '2 (8 ounce) cans diced tomatoes', '1 (8 ounce) can tomato sauce', '1 clove garlic, minced', '1 (14 ounce) can refried beans', 'Â½ cup chopped onion', 'Â¾ cup sliced black olives, divided', 'Â¾ cup shredded Mexican cheese blend, divided', '8 (8 inch) flour tortillas']",,"['vegetable oil', 'chopped onion', ' cans diced tomatoes', ' can tomato sauce', ' clove garlic, minced', ' can refried beans', 'chopped onion', 'sliced black olives, divided', 'shredded Mexican cheese blend, divided', ' inch flour tortillas']",
Chicken Enchiladas IV,"['4 cooked skinless, boneless chicken breast halves', '1 cup sour cream', '2 cups shredded Cheddar cheese', '4 green onions, chopped', '1 tablespoon ground cumin', 'Â¼ cup chopped fresh cilantro', 'salt and pepper to taste', '1 (12 ounce) package corn tortillas', '1 (8 ounce) jar salsa']",,"[' cooked skinless, boneless chicken breast halves', 'sour cream', 'shredded Cheddar cheese', ' green onions, chopped', 'ground cumin', 'chopped fresh cilantro', 'salt and pepper to taste', ' package corn tortillas', ' jar salsa']",
Creamy Chicken Enchiladas Verde,"[""1 cup BREAKSTONE'S or KNUDSEN Sour Cream"", '1 cup tomatillo salsa', '1 small onion, chopped', '2 cloves garlic, minced', '2 teaspoons oil', '3 cups shredded cooked chicken breasts', '1 (4 ounce) can chopped green chiles, drained', '1 Â½ cups KRAFT Mexican Style Shredded Four Cheese with a Touch of PHILADELPHIA', '8 (6 inch) flour tortillas']",,"[""BREAKSTONE'S or KNUDSEN Sour Cream"", 'tomatillo salsa', ' small onion, chopped', ' cloves garlic, minced', 'oil', 'shredded cooked chicken breasts', ' can chopped green chiles, drained', ' KRAFT Mexican Style Shredded Four Cheese with a Touch of PHILADELPHIA', ' inch flour tortillas']",
Cheesy Cornbread Casserole,"['1 pound lean ground beef', '1 onion, chopped', '1 jalapeÃ±o pepper, seeded, finely chopped', '1 (15 ounce) can enchilada sauce', '1 (15 ounce) can black beans, drained', '1 teaspoon garlic powder', '1 teaspoon ground cumin', '1 (8.5 ounce) package corn muffin mix', '1 (8 ounce) package KRAFT Mexican Style Shredded Four Cheese with a Touch of PHILADELPHIA']",,"['lean ground beef', ' onion, chopped', ' jalapeÃ±o pepper, seeded, finely chopped', ' can enchilada sauce', ' can black beans, drained', 'garlic powder', 'ground cumin', '. package corn muffin mix', ' package KRAFT Mexican Style Shredded Four Cheese with a Touch of PHILADELPHIA']",
